Περιγραφή,Κωδικός,Έτος,Μήνας,Sales
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2019,Απρίλιος,780
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2019,Μάιος,772
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2019,Ιούνιος,540
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2019,Ιούλιος,1224
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2019,Αύγουστος,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2019,Σεπτέμβριος,1140
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2019,Οκτώβριος,599
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2019,Νοέμβριος,716
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΚΛΑΣΣΙΚΟ 2L-1€,010012CYP,2019,Δεκέμβριος,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Ιανουάριος,599
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Φεβρουάριος,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Μάρτιος,480
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Απρίλιος,120
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Μάιος,735
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Ιούνιος,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Ιούλιος,240
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Αύγουστος,300
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Σεπτέμβριος,667
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Οκτώβριος,540
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Νοέμβριος,35
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ ΜΑΣΤΙΧΑ 2L -1€,010022CYP,2019,Δεκέμβριος,600
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Ιανουάριος,426
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Φεβρουάριος,0
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Μάρτιος,622
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Απρίλιος,0
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Μάιος,360
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Ιούνιος,240
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Ιούλιος,888
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Αύγουστος,0
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Σεπτέμβριος,540
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Οκτώβριος,60
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Νοέμβριος,742
ΜΑΣΣΑΛ SECR ΜΑΛ/ΚΟ FL GARDEN 2L -1€,010042CYP,2019,Δεκέμβριος,420
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Ιανουάριος,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Φεβρουάριος,360
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Μάρτιος,720
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Απρίλιος,273
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Μάιος,600
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Ιούνιος,300
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Ιούλιος,540
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Αύγουστος,0
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Σεπτέμβριος,660
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Οκτώβριος,360
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Νοέμβριος,567
ΜΑΣΣΑΛ SECRETS ΜΑΛ/ΚΟ BLACK 2L-1€,010051CYP,2019,Δεκέμβριος,900
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Ιανουάριος,600
FAMOZO FRESH TRG 750ML 16PCS,030106,2019,Φεβρουάριος,506
